Dataset,Data,Class
D1,000000068993.xml,stop sign
D1,000000069366.xml,stop sign
D1,000000074179.xml,stop sign
D1,000000075046.xml,stop sign
D1,000000076648.xml,stop sign
D1,000000076721.xml,stop sign
D1,000000077154.xml,stop sign
D1,000000078425.xml,stop sign
D1,000000079303.xml,stop sign
D1,000000079955.xml,stop sign
D1,000000081447.xml,stop sign
D1,000000082565.xml,stop sign
D1,000000082745.xml,stop sign
D1,000000084168.xml,stop sign
D1,000000085114.xml,stop sign
D1,000000088229.xml,stop sign
D1,000000088652.xml,stop sign
D1,000000094025.xml,stop sign
D1,000000095096.xml,stop sign
D1,000000095483.xml,stop sign
D1,000000095747.xml,stop sign
D1,000000097260.xml,stop sign
D1,000000097892.xml,stop sign
D1,000000100468.xml,stop sign
D1,000000101096.xml,stop sign
D1,000000102766.xml,stop sign
D1,000000106805.xml,stop sign
D1,000000107939.xml,stop sign
D1,000000109136.xml,stop sign
D1,000000113236.xml,stop sign
D1,000000115222.xml,stop sign
D1,000000116656.xml,stop sign
D1,000000116732.xml,stop sign
D1,000000117961.xml,stop sign
D1,000000118927.xml,stop sign
D1,000000119666.xml,stop sign
D1,000000119827.xml,stop sign
D1,000000121143.xml,stop sign
D1,000000121852.xml,stop sign
D1,000000122343.xml,stop sign
D1,000000122704.xml,stop sign
D1,000000123099.xml,stop sign
D1,000000123749.xml,stop sign
D1,000000125684.xml,stop sign
D1,000000128168.xml,stop sign
D1,000000130733.xml,stop sign
D1,000000132521.xml,stop sign
D1,000000133208.xml,stop sign
D1,000000134165.xml,stop sign
D1,000000135206.xml,stop sign
D1,000000137281.xml,stop sign
D1,000000138148.xml,stop sign
D1,000000141501.xml,stop sign
D1,000000142263.xml,stop sign
D1,000000143125.xml,stop sign
D1,000000143758.xml,stop sign
D1,000000143946.xml,stop sign
D1,000000146091.xml,stop sign
D1,000000146432.xml,stop sign
D1,000000147195.xml,stop sign
D1,000000147915.xml,stop sign
D1,000000149598.xml,stop sign
D1,000000150639.xml,stop sign
D1,000000151050.xml,stop sign
D1,000000151115.xml,stop sign
D1,000000160701.xml,stop sign
D1,000000163012.xml,stop sign
D1,000000163761.xml,stop sign
D1,000000166499.xml,stop sign
D1,000000167033.xml,stop sign
D1,000000167510.xml,stop sign
D1,000000167964.xml,stop sign
D1,000000169330.xml,stop sign
D1,000000170180.xml,stop sign
D1,000000171380.xml,stop sign
D1,000000173887.xml,stop sign
D1,000000175277.xml,stop sign
D1,000000175539.xml,stop sign
D1,000000179563.xml,stop sign
D1,000000180095.xml,stop sign
D1,000000182469.xml,stop sign
D1,000000183012.xml,stop sign
D1,000000183233.xml,stop sign
D1,000000184138.xml,stop sign
D1,000000184155.xml,stop sign
D1,000000186775.xml,stop sign
D1,000000187609.xml,stop sign
D1,000000188692.xml,stop sign
D1,000000189509.xml,stop sign
D1,000000190150.xml,stop sign
D1,000000190515.xml,stop sign
D1,000000190907.xml,stop sign
D1,000000191177.xml,stop sign
D1,000000191456.xml,stop sign
D1,000000192111.xml,stop sign
D1,000000192307.xml,stop sign
D1,000000195180.xml,stop sign
D1,000000197090.xml,stop sign
D1,000000200324.xml,stop sign
D1,000000200946.xml,stop sign
D1,000000201550.xml,stop sign
D1,000000202329.xml,stop sign
D1,000000203955.xml,stop sign
D1,000000206597.xml,stop sign
D1,000000207491.xml,stop sign
D1,000000208319.xml,stop sign
D1,000000209787.xml,stop sign
D1,000000214450.xml,stop sign
D1,000000214908.xml,stop sign
D1,000000215298.xml,stop sign
D1,000000216254.xml,stop sign
D1,000000216972.xml,stop sign
D1,000000217103.xml,stop sign
D1,000000217151.xml,stop sign
D1,000000217379.xml,stop sign
D1,000000218388.xml,stop sign
D1,000000222494.xml,stop sign
D1,000000227134.xml,stop sign
D1,000000227484.xml,stop sign
D1,000000227724.xml,stop sign
D1,000000228135.xml,stop sign
D1,000000228373.xml,stop sign
D1,000000229867.xml,stop sign
D1,000000232181.xml,stop sign
D1,000000232219.xml,stop sign
D1,000000234794.xml,stop sign
D1,000000234900.xml,stop sign
D1,000000234956.xml,stop sign
D1,000000235081.xml,stop sign
D1,000000235276.xml,stop sign
D1,000000236332.xml,stop sign
D1,000000236593.xml,stop sign
D1,000000239803.xml,stop sign
D1,000000240586.xml,stop sign
D1,000000242869.xml,stop sign
D1,000000243810.xml,stop sign
D1,000000246248.xml,stop sign
D1,000000249720.xml,stop sign
D1,000000250991.xml,stop sign
D1,000000251183.xml,stop sign
D1,000000251230.xml,stop sign
D1,000000252956.xml,stop sign
D1,000000254250.xml,stop sign
D1,000000256565.xml,stop sign
D1,000000256743.xml,stop sign
D1,000000257382.xml,stop sign
D1,000000258352.xml,stop sign
D1,000000260381.xml,stop sign
D1,000000264806.xml,stop sign
D1,000000267184.xml,stop sign
D1,000000268737.xml,stop sign
D1,000000270672.xml,stop sign
D1,000000273314.xml,stop sign
D1,000000275558.xml,stop sign
D1,000000276545.xml,stop sign
D1,000000276721.xml,stop sign
D1,000000277614.xml,stop sign
D1,000000278064.xml,stop sign
D1,000000278660.xml,stop sign
D1,000000279136.xml,stop sign
D1,000000279226.xml,stop sign
D1,000000279602.xml,stop sign
D1,000000280123.xml,stop sign
D1,000000280883.xml,stop sign
D1,000000282048.xml,stop sign
D1,000000285679.xml,stop sign
D1,000000285963.xml,stop sign
D1,000000286361.xml,stop sign
D1,000000286388.xml,stop sign
D1,000000288472.xml,stop sign
D1,000000290113.xml,stop sign
D1,000000290896.xml,stop sign
D1,000000291158.xml,stop sign
D1,000000292499.xml,stop sign
D1,000000293022.xml,stop sign
D1,000000293782.xml,stop sign
D1,000000294778.xml,stop sign
D1,000000295074.xml,stop sign
D1,000000299024.xml,stop sign
D1,000000299207.xml,stop sign
D1,000000300079.xml,stop sign
D1,000000300815.xml,stop sign
D1,000000301300.xml,stop sign
D1,000000301405.xml,stop sign
D1,000000305634.xml,stop sign
D1,000000305959.xml,stop sign
D1,000000306972.xml,stop sign
D1,000000307662.xml,stop sign
D1,000000308372.xml,stop sign
D1,000000308599.xml,stop sign
D1,000000310213.xml,stop sign
D1,000000310607.xml,stop sign
D1,000000311377.xml,stop sign
D1,000000311469.xml,stop sign
D1,000000311568.xml,stop sign
D1,000000313787.xml,stop sign
D1,000000314672.xml,stop sign
D1,000000315508.xml,stop sign
D1,000000315605.xml,stop sign
D1,000000316575.xml,stop sign
D1,000000318117.xml,stop sign
D1,000000319005.xml,stop sign
D1,000000320203.xml,stop sign
D1,000000320362.xml,stop sign
D1,000000320467.xml,stop sign
D1,000000320926.xml,stop sign
D1,000000321601.xml,stop sign
D1,000000322249.xml,stop sign
D1,000000322845.xml,stop sign
D1,000000324409.xml,stop sign
D1,000000324442.xml,stop sign
D1,000000325471.xml,stop sign
D1,000000325957.xml,stop sign
D1,000000326428.xml,stop sign
D1,000000327664.xml,stop sign
D1,000000327808.xml,stop sign
D1,000000328785.xml,stop sign
D1,000000330041.xml,stop sign
D1,000000330681.xml,stop sign
D1,000000332489.xml,stop sign
D1,000000333083.xml,stop sign
D1,000000333102.xml,stop sign
D1,000000333231.xml,stop sign
D1,000000333749.xml,stop sign
D1,000000334735.xml,stop sign
D1,000000337083.xml,stop sign
D1,000000337663.xml,stop sign
D1,000000338911.xml,stop sign
D1,000000338978.xml,stop sign
D1,000000339186.xml,stop sign
D1,000000339403.xml,stop sign
D1,000000339421.xml,stop sign
D1,000000339446.xml,stop sign
D1,000000341645.xml,stop sign
D1,000000342051.xml,stop sign
D1,000000342122.xml,stop sign
D1,000000345084.xml,stop sign
D1,000000346581.xml,stop sign
D1,000000346904.xml,stop sign
D1,000000348071.xml,stop sign
D1,000000348829.xml,stop sign
D1,000000352959.xml,stop sign
D1,000000352980.xml,stop sign
D1,000000353561.xml,stop sign
D1,000000353912.xml,stop sign
D1,000000354268.xml,stop sign
D1,000000354819.xml,stop sign
D1,000000355415.xml,stop sign
D1,000000357733.xml,stop sign
D1,000000357841.xml,stop sign
D1,000000359472.xml,stop sign
D1,000000361830.xml,stop sign
D1,000000363879.xml,stop sign
D1,000000364561.xml,stop sign
D1,000000366086.xml,stop sign
D1,000000368154.xml,stop sign
D1,000000369823.xml,stop sign
D1,000000374357.xml,stop sign
D1,000000379754.xml,stop sign
D1,000000381065.xml,stop sign
D1,000000381426.xml,stop sign
D1,000000381463.xml,stop sign
D1,000000382339.xml,stop sign
D1,000000385425.xml,stop sign
D1,000000387791.xml,stop sign
D1,000000388744.xml,stop sign
D1,000000388824.xml,stop sign
D1,000000388873.xml,stop sign
D1,000000391637.xml,stop sign
D1,000000392404.xml,stop sign
D1,000000393403.xml,stop sign
D1,000000395498.xml,stop sign
D1,000000396080.xml,stop sign
D1,000000396896.xml,stop sign
D1,000000397514.xml,stop sign
D1,000000397628.xml,stop sign
D1,000000399489.xml,stop sign
D1,000000399540.xml,stop sign
D1,000000400257.xml,stop sign
D1,000000402313.xml,stop sign
D1,000000402598.xml,stop sign
D1,000000404596.xml,stop sign
D1,000000405934.xml,stop sign
D1,000000406514.xml,stop sign
D1,000000406708.xml,stop sign
D1,000000410932.xml,stop sign
D1,000000412289.xml,stop sign
D1,000000412373.xml,stop sign
D1,000000413248.xml,stop sign
D1,000000413475.xml,stop sign
D1,000000416544.xml,stop sign
D1,000000418092.xml,stop sign
D1,000000418181.xml,stop sign
D1,000000420627.xml,stop sign
D1,000000421804.xml,stop sign
D1,000000424866.xml,stop sign
D1,000000425381.xml,stop sign
D1,000000426758.xml,stop sign
D1,000000426979.xml,stop sign
D1,000000427120.xml,stop sign
D1,000000429873.xml,stop sign
D1,000000431818.xml,stop sign
D1,000000433021.xml,stop sign
D1,000000433892.xml,stop sign
D1,000000435897.xml,stop sign
D1,000000436172.xml,stop sign
D1,000000436399.xml,stop sign
D1,000000437518.xml,stop sign
D1,000000437738.xml,stop sign
D1,000000438688.xml,stop sign
D1,000000444418.xml,stop sign
D1,000000444912.xml,stop sign
D1,000000445972.xml,stop sign
D1,000000446832.xml,stop sign
D1,000000447623.xml,stop sign
D1,000000449244.xml,stop sign
D1,000000453132.xml,stop sign
D1,000000453319.xml,stop sign
D1,000000455808.xml,stop sign
D1,000000456420.xml,stop sign
D1,000000456545.xml,stop sign
D1,000000456768.xml,stop sign
D1,000000458189.xml,stop sign
D1,000000458613.xml,stop sign
D1,000000461281.xml,stop sign
D1,000000461996.xml,stop sign
D1,000000463633.xml,stop sign
D1,000000465853.xml,stop sign
D1,000000466992.xml,stop sign
D1,000000469838.xml,stop sign
D1,000000474622.xml,stop sign
D1,000000475626.xml,stop sign
D1,000000475882.xml,stop sign
D1,000000476127.xml,stop sign
D1,000000478736.xml,stop sign
D1,000000478857.xml,stop sign
D1,000000479531.xml,stop sign
D1,000000485550.xml,stop sign
D1,000000485843.xml,stop sign
D1,000000486162.xml,stop sign
D1,000000486388.xml,stop sign
D1,000000487245.xml,stop sign
D1,000000488657.xml,stop sign
D1,000000490491.xml,stop sign
D1,000000490511.xml,stop sign
D1,000000490579.xml,stop sign
D1,000000491274.xml,stop sign
D1,000000492170.xml,stop sign
D1,000000493682.xml,stop sign
D1,000000493978.xml,stop sign
D1,000000493996.xml,stop sign
D1,000000494122.xml,stop sign
D1,000000494466.xml,stop sign
D1,000000495993.xml,stop sign
D1,000000496411.xml,stop sign
D1,000000498241.xml,stop sign
D1,000000499719.xml,stop sign
D1,000000499730.xml,stop sign
D1,000000500888.xml,stop sign
D1,000000504850.xml,stop sign
D1,000000506394.xml,stop sign
D1,000000508557.xml,stop sign
D1,000000508931.xml,stop sign
D1,000000510035.xml,stop sign
D1,000000510430.xml,stop sign
D1,000000510525.xml,stop sign
D1,000000510949.xml,stop sign
D1,000000512787.xml,stop sign
D1,000000513361.xml,stop sign
D1,000000514218.xml,stop sign
D1,000000514531.xml,stop sign
D1,000000518530.xml,stop sign
D1,000000519075.xml,stop sign
D1,000000519347.xml,stop sign
D1,000000519555.xml,stop sign
D1,000000523002.xml,stop sign
D1,000000523638.xml,stop sign
D1,000000524773.xml,stop sign
D1,000000527501.xml,stop sign
D1,000000528148.xml,stop sign
D1,000000528903.xml,stop sign
D1,000000532159.xml,stop sign
D1,000000533864.xml,stop sign
D1,000000534117.xml,stop sign
D1,000000534901.xml,stop sign
D1,000000535242.xml,stop sign
D1,000000535389.xml,stop sign
D1,000000536095.xml,stop sign
D1,000000536366.xml,stop sign
D1,000000536827.xml,stop sign
D1,000000538420.xml,stop sign
D1,000000538857.xml,stop sign
D1,000000539746.xml,stop sign
D1,000000540733.xml,stop sign
D1,000000540885.xml,stop sign
D1,000000541421.xml,stop sign
D1,000000541463.xml,stop sign
D1,000000541887.xml,stop sign
D1,000000542342.xml,stop sign
D1,000000542499.xml,stop sign
D1,000000542573.xml,stop sign
D1,000000542853.xml,stop sign
D1,000000543393.xml,stop sign
D1,000000543547.xml,stop sign
D1,000000543608.xml,stop sign
D1,000000545753.xml,stop sign
D1,000000546918.xml,stop sign
D1,000000547465.xml,stop sign
D1,000000551441.xml,stop sign
D1,000000552273.xml,stop sign
D1,000000552305.xml,stop sign
D1,000000553428.xml,stop sign
D1,000000553678.xml,stop sign
D1,000000556089.xml,stop sign
D1,000000557023.xml,stop sign
D1,000000558538.xml,stop sign
D1,000000559884.xml,stop sign
D1,000000560594.xml,stop sign
D1,000000562737.xml,stop sign
D1,000000563986.xml,stop sign
D1,000000564493.xml,stop sign
D1,000000567077.xml,stop sign
D1,000000569050.xml,stop sign
D1,000000569747.xml,stop sign
D1,000000571237.xml,stop sign
D1,000000572533.xml,stop sign
D1,000000573527.xml,stop sign
D1,000000574087.xml,stop sign
D1,000000574242.xml,stop sign
D1,000000575633.xml,stop sign
D1,000000575909.xml,stop sign
D1,000000577787.xml,stop sign
D1,000000578675.xml,stop sign
D1,000000578977.xml,stop sign
D1,000000579176.xml,stop sign
D1,000000579487.xml,stop sign
D1,000000579735.xml,stop sign
D1,000000581061.xml,stop sign
D1,000000581071.xml,stop sign
D1,000000001779.xml,traffic light
D1,000000001915.xml,traffic light
D1,000000002890.xml,traffic light
D1,000000003134.xml,traffic light
D1,000000004130.xml,traffic light
D1,000000005554.xml,traffic light
D1,000000007228.xml,traffic light
D1,000000008006.xml,traffic light
D1,000000009274.xml,traffic light
D1,000000009542.xml,traffic light
D1,000000009763.xml,traffic light
D1,000000010241.xml,traffic light
D1,000000010540.xml,traffic light
D1,000000011931.xml,traffic light
D1,000000014278.xml,traffic light
D1,000000015663.xml,traffic light
D1,000000016040.xml,traffic light
D1,000000016060.xml,traffic light
D1,000000016665.xml,traffic light
D1,000000016839.xml,traffic light
D1,000000018482.xml,traffic light
D1,000000022008.xml,traffic light
D1,000000022582.xml,traffic light
D1,000000024416.xml,traffic light
D1,000000025433.xml,traffic light
D1,000000025644.xml,traffic light
D1,000000026226.xml,traffic light
D1,000000031519.xml,traffic light
D1,000000031919.xml,traffic light
D1,000000033386.xml,traffic light
D1,000000033820.xml,traffic light
D1,000000035891.xml,traffic light
D1,000000036049.xml,traffic light
D1,000000036448.xml,traffic light
D1,000000038417.xml,traffic light
D1,000000039628.xml,traffic light
D1,000000042578.xml,traffic light
D1,000000042619.xml,traffic light
D1,000000045655.xml,traffic light
D1,000000047004.xml,traffic light
D1,000000047638.xml,traffic light
D1,000000048670.xml,traffic light
D1,000000053142.xml,traffic light
D1,000000054025.xml,traffic light
D1,000000054327.xml,traffic light
D1,000000055536.xml,traffic light
D1,000000058304.xml,traffic light
D1,000000058701.xml,traffic light
D1,000000059527.xml,traffic light
D1,000000063035.xml,traffic light
D1,000000063644.xml,traffic light
D1,000000064010.xml,traffic light
D1,000000064270.xml,traffic light
D1,000000064425.xml,traffic light
D1,000000065208.xml,traffic light
D1,000000068223.xml,traffic light
D1,000000069117.xml,traffic light
D1,000000069936.xml,traffic light
D1,000000070321.xml,traffic light
D1,000000075668.xml,traffic light
D1,000000079230.xml,traffic light
D1,000000081561.xml,traffic light
D1,000000081842.xml,traffic light
D1,000000084843.xml,traffic light
D1,000000084890.xml,traffic light
D1,000000085225.xml,traffic light
D1,000000089298.xml,traffic light
D1,000000089955.xml,traffic light
D1,000000090442.xml,traffic light
D1,000000092088.xml,traffic light
D1,000000096315.xml,traffic light
D1,000000102741.xml,traffic light
D1,000000103035.xml,traffic light
D1,000000103498.xml,traffic light
D1,000000104788.xml,traffic light
D1,000000104811.xml,traffic light
D1,000000107233.xml,traffic light
D1,000000111660.xml,traffic light
D1,000000111759.xml,traffic light
D1,000000113935.xml,traffic light
D1,000000116663.xml,traffic light
D1,000000116740.xml,traffic light
D1,000000118081.xml,traffic light
D1,000000119247.xml,traffic light
D1,000000119423.xml,traffic light
D1,000000120520.xml,traffic light
D1,000000120745.xml,traffic light
D1,000000121143.xml,traffic light
D1,000000122207.xml,traffic light
D1,000000122973.xml,traffic light
D1,000000123862.xml,traffic light
D1,000000124952.xml,traffic light
D1,000000125168.xml,traffic light
D1,000000125351.xml,traffic light
D1,000000126046.xml,traffic light
D1,000000126608.xml,traffic light
D1,000000127823.xml,traffic light
D1,000000128110.xml,traffic light
D1,000000128441.xml,traffic light
D1,000000128503.xml,traffic light
D1,000000132394.xml,traffic light
D1,000000134309.xml,traffic light
D1,000000134863.xml,traffic light
D1,000000136369.xml,traffic light
D1,000000139987.xml,traffic light
D1,000000142667.xml,traffic light
D1,000000142674.xml,traffic light
D1,000000144907.xml,traffic light
D1,000000144994.xml,traffic light
D1,000000145994.xml,traffic light
D1,000000146563.xml,traffic light
D1,000000150942.xml,traffic light
D1,000000151558.xml,traffic light
D1,000000151594.xml,traffic light
D1,000000155219.xml,traffic light
D1,000000157019.xml,traffic light
D1,000000157108.xml,traffic light
D1,000000157188.xml,traffic light
D1,000000159409.xml,traffic light
D1,000000159926.xml,traffic light
D1,000000164694.xml,traffic light
D1,000000165347.xml,traffic light
D1,000000165431.xml,traffic light
D1,000000166056.xml,traffic light
D1,000000169226.xml,traffic light
D1,000000169468.xml,traffic light
D1,000000172059.xml,traffic light
D1,000000172930.xml,traffic light
D1,000000174412.xml,traffic light
D1,000000174814.xml,traffic light
D1,000000174890.xml,traffic light
D1,000000175801.xml,traffic light
